"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCG2",1230.46017631759,-0.701153513617635,0.228974758012669,-3.06214326724539,0.00219758243561792,0.00720286276019632
"ABCG4",20.9619181175418,-0.737719742601927,0.427491705732842,-1.72569369816723,0.0844025323736634,0.162621322745084
"ABCG5",1.21540691077186,-0.472850743792652,2.18592060974934,-0.216316522056523,0.828741031195566,0.8936561034372
"ABHD1",4.5605582946339,1.54293997579776,0.790275008374848,1.95240892024502,0.0508896748301903,0.107045372324839
"ABHD10",940.594173462896,-1.11545192114835,0.168484572558112,-6.62049886355988,3.57988668385905e-11,8.30632856874042e-10
"ABHD11",182.309366191407,-0.168500439941387,0.157336024979915,-1.07095905062364,0.28418784245524,0.421555483009676
"ABHD11-AS1",2.91646037113554,-0.122077327121434,0.96122971265456,-0.127001200144242,0.898939448664547,0.941020196651924
"ABHD12",1709.88499455958,1.29752058131768,0.185557555702494,6.99255051299556,2.69933274390951e-12,8.53382041868319e-11
"ABHD12B",4.21899582467736,-0.470059645175996,0.75566618240815,-0.62204668690878,0.53391116944529,0.666267061009023
"ABHD13",833.636635936327,0.0189134869370903,0.13151381020925,0.143813694599809,0.885647588568227,0.932390321005003
"ABHD14A",87.8325182717055,-0.0925886841390941,0.199703719315372,-0.463630244126191,0.642912681925234,0.756151701810085
"ABHD14B",1012.59287316125,0.0755321011879723,0.107345489885274,0.703635534838934,0.481659775849163,0.617892104444366
"ABHD15",186.142418716334,-2.08687784444269,0.566503128597105,-3.68378873672007,0.000229792716592974,0.000978841028842923
"ABHD16A",180.669746109295,0.0249982358268892,0.141417281455431,0.176769313973608,0.859689593338771,0.914377623239215
"ABHD16A_1",42.9780097376956,0.337627376561323,0.259063295524862,1.30326210773043,0.192485292852927,0.313360652071544
"ABHD16A_2",24.9182609583885,-0.277012906706286,0.33691635970831,-0.822200818464601,0.410962613034846,0.552203057427622
"ABHD16A_3",298.337212319454,0.101394002270567,0.140067861955938,0.723891982462497,0.469132052541407,0.606798615379153
"ABHD16A_4",216.58497450157,0.0501764535233775,0.133522262041557,0.37579091872905,0.707072339621346,0.808148114462694
"ABHD16A_5",53.475549734677,0.321816015367713,0.223509849698278,1.4398292325915,0.14991571851251,0.258240778738908
"ABHD16A_6",90.8336462212097,-0.125124476502663,0.178963218234092,-0.69916308913821,0.484450114928134,0.620623166183396
"ABHD17A",1221.45335209149,0.290084618149348,0.112140727374432,2.58679094510215,0.00968743471883953,0.0261655548226296
"ABHD17B",851.80546497953,0.111367541275924,0.136576899293208,0.815420044328556,0.414831914649851,0.555619907151776
"ABHD17C",872.930633014457,0.84103451658406,0.242521721220346,3.46787294907877,0.000524595246798932,0.00204689875239676
"ABHD18",281.315815637051,0.0440756325858006,0.175589826270313,0.251014728597931,0.801802721903862,0.875302319241167
"ABHD2",3132.12315930566,-0.0983660226144405,0.0857674643508365,-1.1468920453573,0.251426240700416,0.384858515781427
"ABHD3",143.094606241346,0.868828780176677,0.231453272297662,3.75379778195279,0.000174175394294612,0.000765849371951828
"ABHD4",1504.92902448315,0.735972822441429,0.170286295554433,4.32197329823391,1.54639907117406e-05,8.81970080515467e-05
"ABHD5",1511.73313434498,0.942100795325351,0.161786570233238,5.82310876587088,5.77629358855164e-09,7.44916410116791e-08
"ABHD6",270.061951486464,-2.37892614208118,0.291721305929272,-8.15479052688031,3.4978560022207e-16,2.9200251281172e-14
"ABHD8",119.13814517665,-0.647462526132189,0.189195546393232,-3.42218693026989,0.000621195899539583,0.00237755154371015
"ABI1",3065.09761059191,0.772815352015361,0.154100433325771,5.01501089475598,5.30304607422305e-07,4.27634426982208e-06
"ABI2",2859.75945561864,-0.244077498155146,0.091090072591742,-2.67951809906971,0.00737282173306071,0.0206781028472188
"ABI3",1727.01252422142,1.1436027996852,0.225302395355276,5.07585726233344,3.85752804580523e-07,3.23062809348444e-06
"ABI3BP",1001.12719838352,0.62127893848729,0.137413657828604,4.52123135578132,6.14809486279988e-06,3.88215368214158e-05
"ABITRAM",528.172132273643,-0.262298900032281,0.137161234894027,-1.91233988404186,0.0558326132732884,0.115424468332141
"ABL1",5149.59925920863,0.272054163174031,0.085201917899957,3.19305210351572,0.0014077754261894,0.00488153672543252
"ABL2",11397.8977234391,1.44187578718225,0.206687239867307,6.97612386767526,3.03435221134866e-12,9.45283322361444e-11
"ABLIM1",14459.5385368853,-0.583484522394766,0.191701023424082,-3.04372147823112,0.0023367136791844,0.00760469332495944
"ABLIM2",21.0769651305992,1.01895847422279,0.386025447016869,2.63961477694568,0.00830003124725903,0.0228630968762567
"ABLIM3",3121.98878797366,-0.399547019925528,0.0982836303976146,-4.06524482570625,4.79820665600256e-05,0.000243628423672095
"ABR",729.117977542804,-0.125415818900472,0.0978676530075833,-1.28148387180342,0.200023761307968,0.322906709294771
"ABR_1",972.405576468333,0.00402226743551873,0.125185036746303,0.0321305767850687,0.974367919244839,0.986096149516607
"ABR_2",1403.79875380213,-0.0303473943081924,0.121449695111316,-0.249876249424728,0.802683050918089,0.875905429056917
"ABRACL",3015.66750023171,0.683548481100511,0.145186962069807,4.70805691747897,2.50089277994222e-06,1.73362715224245e-05
"ABRAXAS1",794.534925986537,0.276119688851482,0.131261247519199,2.10358879006612,0.0354143326461418,0.0789723697053166
"ABRAXAS2",1139.19314957223,0.654951853266194,0.128598689966161,5.09299008752372,3.52460132977875e-07,2.98198224035039e-06
"ABT1",671.683345976189,-0.294485036130064,0.116234626382263,-2.53353966279881,0.0112916960710569,0.0298827398956287
"ABT1_1",195.692104847,-0.333173579412787,0.199595556632041,-1.66924346931731,0.0950691384927757,0.178997660387153
"ABTB1",171.454130932789,-0.586077252245325,0.199064693837662,-2.94415469135513,0.00323838093711742,0.0101463790600909
"ABTB2",31.483794155171,0.993504093549729,0.390875621963447,2.54173971904198,0.0110302278948131,0.0292899123790498
"ACAA1",834.916161439755,0.00367511868764041,0.105945794011373,0.0346886700121943,0.972327995511899,0.984796430150604
"ACAA2",1711.12993746213,-0.0314350824073349,0.116297282678699,-0.270299371432285,0.786929948891566,0.865114009799341
"ACACA",1727.81969059253,-1.33834544310927,0.240937322134552,-5.55474523935262,2.78016937844855e-08,3.07483325222282e-07
"ACACA_1",1005.58961388488,-1.4851784768317,0.313657096859348,-4.73503865113464,2.19013357105679e-06,1.54005255724971e-05
"ACACB",93.102467091121,-1.37746212821454,0.193934657854542,-7.10271254995428,1.22331678372604e-12,4.20770749452279e-11
"ACAD10",284.336492178427,-0.680334537684634,0.128881729822501,-5.27875082543978,1.30067532792396e-07,1.2141361656363e-06
"ACAD11",4.46996755224512,-0.586956669194884,0.83473586617007,-0.703164549389683,0.481953209054411,0.618133317550485
"ACAD8",626.823703795587,-0.308857692153386,0.123548539408273,-2.49988946557068,0.0124232061483734,0.0324344540710678
"ACAD9",1086.04563341524,-0.190287274851641,0.0844161233618368,-2.25415794132128,0.0241862336473,0.0573555063585083
"ACAD9-DT",10.6723069733115,1.02109219312924,0.496563739998747,2.05631646227696,0.0397520225243506,0.0870440534281916
"ACADM",1275.95076725365,0.0157558129001955,0.0958263527667755,0.164420458937244,0.869400158842187,0.921851635728648
"ACADS",205.708811980427,-0.0911815945000362,0.154992554212797,-0.588296611815613,0.556333219405699,0.685231995053395
"ACADSB",560.07661337518,-0.46219885065967,0.119441630835483,-3.86966292595498,0.000108985929403044,0.000505255322517115
"ACADVL",3967.50129981747,0.57849595129279,0.0976502515147643,5.92416242988707,3.13893084064307e-09,4.37250829333759e-08
"ACAN",6.43000556530444,4.04815940923817,1.15051191881169,3.51857233553853,0.000433875514940034,0.00172798842605489
"ACAP1",4.89503261078397,0.170891766679138,0.912120562388155,0.187356555400638,0.851381083154867,0.908944997291593
"ACAP1_1",14.5050163368202,0.495559164746091,0.468360539730957,1.05807198238937,0.290022626604626,0.427926454421019
"ACAP2",2936.11179970118,0.235548689823064,0.122783627860519,1.91840470857112,0.0550597144823309,0.114131704258649
"ACAP3",410.155936334848,0.502884331748318,0.150935274205049,3.33178797598459,0.000862899707164151,0.00318369004886075
"ACAT1",2084.14514161844,0.36448816107881,0.116235215940393,3.13578082279063,0.00171397245264094,0.0058036637224211
"ACAT2",1422.35215198148,-0.0611596060661741,0.201371411045488,-0.303715436807257,0.761344696352644,0.846869168146443
"ACBD3",1765.647561744,0.895222105857633,0.180334608563486,4.96422795928532,6.89748913510893e-07,5.4277524364772e-06
"ACBD3-AS1",2.12795394660796,1.38938406116226,1.23759510787426,1.1226483139132,0.261586887475999,0.39635093698566
"ACBD4",88.3091159751251,-0.97378868851092,0.242340647717451,-4.01826395069421,5.8628501484407e-05,0.00029131696416463
"ACBD5",1525.55183769478,0.294334712699505,0.101419245254086,2.90215838189396,0.00370601119527347,0.0114163638369961
"ACBD6",1477.3922829785,0.279342565738518,0.0900644229459651,3.10158613802602,0.00192486861539919,0.00643030019653006
"ACBD7",65.6423036146394,-0.542898479821041,0.211382685565374,-2.56832047700112,0.0102192629511539,0.0274408734327115
"ACCS",167.08972701335,0.0681671022763382,0.226410132974737,0.301077965816769,0.763355042663942,0.848373839786247
"ACCSL",2.31528651129724,-1.44258581672729,1.4601808115357,-0.987950125991656,0.323177074518376,0.464015657611216
"ACD",431.480240819487,-0.146188772313746,0.121535438125756,-1.20284893499524,0.229034784204769,0.35841881039863
"ACE",6489.41944958406,-0.176931421406722,0.167592295170507,-1.05572527201632,0.291093747671808,0.429086158909468
"ACE2",5.45105148998044,-0.912833101767594,0.712305361714293,-1.28151934666151,0.200011308953948,0.322906709294771
"ACER1",1.10699334897845,-0.197790566749902,1.99374632869139,-0.0992054826150946,0.920975121838087,0.953807132670814
"ACER2",377.561025291133,-3.6047489286174,0.530939933528431,-6.7893723959725,1.12622392289151e-11,3.03666215898725e-10
"ACER3",1815.67560935508,0.129696403497022,0.078815203031206,1.64557596134936,0.099851091650651,0.186089370615792
"ACHE",13.2871739253522,1.57972595244154,0.558551836246716,2.82825308221485,0.00468027902389506,0.0139788624067393
